Moraxellaceae	1916

Sample is 8043_ELS
Family	Number_16s
Sample is 8043_ELS
Family	Number_16s
Sphingobacteriaceae	11
Rubrobacteraceae	12
Streptomycetaceae	12
Lactobacillaceae	14
Corynebacteriaceae	14
Veillonellaceae	14
Cellulomonadaceae	14
Bradyrhizobiaceae	14
Rhodocyclaceae	15
Methylobacteriaceae	15
Oceanospirillaceae	15
Porphyromonadaceae	16
Saprospiraceae	18
Rhodospirillaceae	18
Caulobacteraceae	19
Leptotrichiaceae	20
Microbacteriaceae	21
Actinomycetaceae	24
Carnobacteriaceae	26
Burkholderiales	38
Phyllobacteriaceae	38
Rhodobacteraceae	44
Sphingomonadaceae	44
Chromatiaceae	49
Bacillaceae	56
Propionibacteriaceae	57
Aerococcaceae	68
Enterococcaceae	70
Streptococcaceae	84
Xanthomonadaceae	115
Chloroplast	127
Hydrogenophilaceae	134
Enterobacteriaceae	231
Flavobacteriaceae	269
Comamonadaceae	932
Pseudomonadaceae	4780
Moraxellaceae	4878

Sample is 8043_EUS
Family	Number_16s
Sample is 8043_EUS
Family	Number_16s
Nocardiaceae	15
Legionellaceae	17
Anaerolineaceae	20
Staphylococcaceae	21
Prevotellaceae	26
Carnobacteriaceae	29
Paenibacillaceae	30
Rhodobacteraceae	32
Rhizobiaceae	34
Sphingobacteriaceae	34
Rhodocyclaceae	35
Sinobacteraceae	35
Cytophagaceae	38
Methylobacteriaceae	39
Incertae	41
Veillonellaceae	43
Lachnospiraceae	46
Corynebacteriaceae	54
Caulobacteraceae	56
Clostridiaceae	60
Phyllobacteriaceae	73
Methylophilaceae	75
Chitinophagaceae	97
Burkholderiales	113
Burkholderiaceae	116
Microbacteriaceae	141
Propionibacteriaceae	141
Bradyrhizobiaceae	151
Actinomycetaceae	160
Lactobacillaceae	228
Xanthomonadaceae	292
Enterobacteriaceae	299
Oxalobacteraceae	409
Sphingomonadaceae	681
Chloroplast	733
Pseudomonadaceae	1142
Flavobacteriaceae	2107
Comamonadaceae	2593
Moraxellaceae	9341

Sample is 8043_EMS
Family	Number_16s
Sample is 8043_EMS
Family	Number_16s
Hyphomicrobiaceae	11
Burkholderiaceae	11
Nocardioidaceae	14
Micrococcaceae	14
Corynebacteriaceae	15
Chloroplast	15
Rhodocyclaceae	20
Brucellaceae	26
Chromatiaceae	27
Cytophagaceae	27
Nocardiaceae	33
Caulobacteraceae	34
Methylobacteriaceae	35
Methylophilaceae	37
Rhodobacteraceae	62
Oxalobacteraceae	65
Propionibacteriaceae	72
Xanthomonadaceae	79
Burkholderiales	85
Bradyrhizobiaceae	93
Sphingomonadaceae	110
Flavobacteriaceae	535
Enterobacteriaceae	688
Comamonadaceae	964
Pseudomonadaceae	1512
Moraxellaceae	7703

Sample is 8249_CS
Family	Number_16s
Sample is 8249_CS
Family	Number_16s
Erysipelotrichaceae	14
Cytophagaceae	16
Anaerolineaceae	22
Xanthomonadaceae	36
Saprospiraceae	38
Promicromonosporaceae	42
Burkholderiaceae	59
Burkholderiales	66
Methylobacteriaceae	96
Rhizobiaceae	103
Caulobacteraceae	118
Cryomorphaceae	121
Chitinophagaceae	153
Bradyrhizobiaceae	162
Phyllobacteriaceae	171
Sphingomonadaceae	173
Sinobacteraceae	176
Flavobacteriaceae	225
Microbacteriaceae	241
Bacillaceae	249
Moraxellaceae	271
Corynebacteriaceae	282
Oxalobacteraceae	283
Brevibacteriaceae	296
Veillonellaceae	328
Propionibacteriaceae	559
Comamonadaceae	575
Pseudomonadaceae	765
Chloroplast	1605
Enterobacteriaceae	2174

Sample is 8249_ELS
Family	Number_16s
Sample is 8249_ELS
Family	Number_16s
Actinomycetaceae	13
Peptostreptococcaceae	16
Moraxellaceae	30
Cytophagaceae	36
Veillonellaceae	52
Hyphomicrobiaceae	54
Burkholderiaceae	65
Sphingobacteriaceae	65
Saprospiraceae	71
Lactobacillaceae	76
Phyllobacteriaceae	84
Corynebacteriaceae	106
Micrococcaceae	141
Sphingomonadaceae	147
Rickettsiaceae	150
Bradyrhizobiaceae	152
Prevotellaceae	156
Methylophilaceae	173
Rhodobacteraceae	175
Pseudomonadaceae	179
Streptococcaceae	288
Burkholderiales	306
Rhodocyclaceae	331
Chitinophagaceae	342
Flavobacteriaceae	462
Propionibacteriaceae	483
Xanthomonadaceae	629
Chloroplast	670
Oxalobacteraceae	714
Comamonadaceae	857
Enterobacteriaceae	2837

Sample is 8249_EMS
Family	Number_16s
Sample is 8249_EMS
Family	Number_16s
Rhodospirillaceae	13
Chitinophagaceae	13
Aeromonadaceae	14
Spirochaetaceae	30
Bdellovibrionaceae	31
Streptococcaceae	31
Burkholderiaceae	34
Hyphomicrobiaceae	40
Caulobacteraceae	46
Cystobacteraceae	50
Carnobacteriaceae	53
Enterococcaceae	70
Sanguibacteraceae	73
Incertae	74
Clostridiaceae	85
Nocardiaceae	88
Sinobacteraceae	96
Sphingobacteriaceae	97
Leptotrichiaceae	100
Micrococcaceae	102
Rhodocyclaceae	127
Corynebacteriaceae	142
Bacillaceae	164
Phyllobacteriaceae	172
Rhodobacteraceae	174
Acetobacteraceae	191
Bradyrhizobiaceae	210
Lactobacillaceae	222
Propionibacteriaceae	332
Burkholderiales	340
Oxalobacteraceae	349
Flavobacteriaceae	363
Chloroplast	458
Microbacteriaceae	514
Comamonadaceae	547
Moraxellaceae	639
Pseudomonadaceae	936
Enterobacteriaceae	2612

Sample is 8249_EUS
Family	Number_16s
Sample is 8249_EUS
Family	Number_16s
Micrococcaceae	12
Chitinophagaceae	13
Sinobacteraceae	16
Bradyrhizobiaceae	17
Burkholderiales	18
Ruminococcaceae	18
Rhizobiaceae	23
Polyangiaceae	24
Rhodospirillaceae	25
Pseudonocardiaceae	26
Planctomycetaceae	29
Fusobacteriaceae	29
Holophagaceae	30
Nocardioidaceae	30
Porphyromonadaceae	30
Rhodobiaceae	31
Methylobacteriaceae	34
Leptotrichiaceae	38
Staphylococcaceae	42
Lactobacillaceae	43
Prevotellaceae	44
Cytophagaceae	52
Rhodobacteraceae	54
Phyllobacteriaceae	58
Hyphomicrobiaceae	59
Acetobacteraceae	74
Corynebacteriaceae	75
Bacillaceae	81
Coriobacteriaceae	91
Sphingomonadaceae	111
Oxalobacteraceae	114
Moraxellaceae	119
Burkholderiaceae	119
Flavobacteriaceae	133
Microbacteriaceae	145
Caulobacteraceae	151
Propionibacteriaceae	164
Chloroplast	172
Comamonadaceae	181
Neisseriaceae	193
Actinomycetaceae	202
Streptococcaceae	266
Pseudomonadaceae	268
Veillonellaceae	452
Enterobacteriaceae	557

